Categorii de terenuri si specii de paduri, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Mii hectare, Valoare
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 1999, Mii hectare, 18.1
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2000, Mii hectare, 19
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2001, Mii hectare, 18.8
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2002, Mii hectare, 17.6
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2003, Mii hectare, 18.4
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2004, Mii hectare, 18.4
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2005, Mii hectare, 18.7
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2006, Mii hectare, 19.6
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2007, Mii hectare, 19
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2008, Mii hectare, 18.5
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2009, Mii hectare, 18.7
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2010, Mii hectare, 18.4
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2011, Mii hectare, 17.7
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2012, Mii hectare, 18
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2013, Mii hectare, 17.7
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2014, Mii hectare, 17.8
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2015, Mii hectare, 16.3
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2016, Mii hectare, 16.5
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2017, Mii hectare, 16.6
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2018, Mii hectare, 16.8
Alte terenuri, Regiunea SUD-MUNTENIA, Anul 2019, Mii hectare, 16.6
Alte terenuri, Arges, Anul 1990, Mii hectare, 4.9
Alte terenuri, Arges, Anul 1991, Mii hectare, 4.9
Alte terenuri, Arges, Anul 1992, Mii hectare, 4.9
Alte terenuri, Arges, Anul 1993, Mii hectare, 4.8
Alte terenuri, Arges, Anul 1994, Mii hectare, 5
Alte terenuri, Arges, Anul 1995, Mii hectare, 4.9
Alte terenuri, Arges, Anul 1996, Mii hectare, 5
Alte terenuri, Arges, Anul 1997, Mii hectare, 4.9
Alte terenuri, Arges, Anul 1998, Mii hectare, 5.1
Alte terenuri, Arges, Anul 1999, Mii hectare, 5.1
Alte terenuri, Arges, Anul 2000, Mii hectare, 5.4
Alte terenuri, Arges, Anul 2001, Mii hectare, 5.4
Alte terenuri, Arges, Anul 2002, Mii hectare, 5.4
Alte terenuri, Arges, Anul 2003, Mii hectare, 5.2
Alte terenuri, Arges, Anul 2004, Mii hectare, 5.6
Alte terenuri, Arges, Anul 2005, Mii hectare, 5.6
Alte terenuri, Arges, Anul 2006, Mii hectare, 5.6
Alte terenuri, Arges, Anul 2007, Mii hectare, 5.2
Alte terenuri, Arges, Anul 2008, Mii hectare, 5.2
Alte terenuri, Arges, Anul 2009, Mii hectare, 5.5
Alte terenuri, Arges, Anul 2010, Mii hectare, 5.5
Alte terenuri, Arges, Anul 2011, Mii hectare, 5.3
Alte terenuri, Arges, Anul 2012, Mii hectare, 5.5
Alte terenuri, Arges, Anul 2013, Mii hectare, 5.5
Alte terenuri, Arges, Anul 2014, Mii hectare, 5.5
Alte terenuri, Arges, Anul 2015, Mii hectare, 4.7
Alte terenuri, Arges, Anul 2016, Mii hectare, 4.8
Alte terenuri, Arges, Anul 2017, Mii hectare, 4.9
Alte terenuri, Arges, Anul 2018, Mii hectare, 5
Alte terenuri, Arges, Anul 2019, Mii hectare, 4.7
Alte terenuri, Calarasi, Anul 1990, Mii hectare, .9
Alte terenuri, Calarasi, Anul 1991, Mii hectare, .8
Alte terenuri, Calarasi, Anul 1992, Mii hectare, .8
Alte terenuri, Calarasi, Anul 1993, Mii hectare, 1
Alte terenuri, Calarasi, Anul 1994, Mii hectare, 1
Alte terenuri, Calarasi, Anul 1995, Mii hectare, .9
Alte terenuri, Calarasi, Anul 1996, Mii hectare, .9
Alte terenuri, Calarasi, Anul 1997, Mii hectare, 1
Alte terenuri, Calarasi, Anul 1998, Mii hectare, 1
Alte terenuri, Calarasi, Anul 1999, Mii hectare, 1
Alte terenuri, Calarasi, Anul 2000, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2001, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2002, Mii hectare, 1
Alte terenuri, Calarasi, Anul 2003, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2004, Mii hectare, 1.2
Alte terenuri, Calarasi, Anul 2005, Mii hectare, 1.3
Alte terenuri, Calarasi, Anul 2006, Mii hectare, 1.6
Alte terenuri, Calarasi, Anul 2007, Mii hectare, 1.3
Alte terenuri, Calarasi, Anul 2008, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2009, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2010, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2011, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2012, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2013, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2014, Mii hectare, 1
Alte terenuri, Calarasi, Anul 2015, Mii hectare, 1
Alte terenuri, Calarasi, Anul 2016, Mii hectare, 1
Alte terenuri, Calarasi, Anul 2017, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2018, Mii hectare, 1.1
Alte terenuri, Calarasi, Anul 2019, Mii hectare, 1.2
Alte terenuri, Dambovita, Anul 1990, Mii hectare, 2.4
Alte terenuri, Dambovita, Anul 1991, Mii hectare, 2.4
Alte terenuri, Dambovita, Anul 1992, Mii hectare, 2.3
Alte terenuri, Dambovita, Anul 1993, Mii hectare, 2.3
Alte terenuri, Dambovita, Anul 1994, Mii hectare, 2.9
Alte terenuri, Dambovita, Anul 1995, Mii hectare, 3
Alte terenuri, Dambovita, Anul 1996, Mii hectare, 2.7
Alte terenuri, Dambovita, Anul 1997, Mii hectare, 2.9
Alte terenuri, Dambovita, Anul 1998, Mii hectare, 3
Alte terenuri, Dambovita, Anul 1999, Mii hectare, 2.8
Alte terenuri, Dambovita, Anul 2000, Mii hectare, 2.8
Alte terenuri, Dambovita, Anul 2001, Mii hectare, 2.8
Alte terenuri, Dambovita, Anul 2002, Mii hectare, 2.8
Alte terenuri, Dambovita, Anul 2003, Mii hectare, 2.9
Alte terenuri, Dambovita, Anul 2004, Mii hectare, 3.1
Alte terenuri, Dambovita, Anul 2005, Mii hectare, 3.2
Alte terenuri, Dambovita, Anul 2006, Mii hectare, 3.2
Alte terenuri, Dambovita, Anul 2007, Mii hectare, 3.2
Alte terenuri, Dambovita, Anul 2008, Mii hectare, 2.9
Alte terenuri, Dambovita, Anul 2009, Mii hectare, 2.9
Alte terenuri, Dambovita, Anul 2010, Mii hectare, 2.9
Alte terenuri, Dambovita, Anul 2011, Mii hectare, 2.9
Alte terenuri, Dambovita, Anul 2012, Mii hectare, 2.9
Alte terenuri, Dambovita, Anul 2013, Mii hectare, 2.9
Alte terenuri, Dambovita, Anul 2014, Mii hectare, 3.2
Alte terenuri, Dambovita, Anul 2015, Mii hectare, 2.6
Alte terenuri, Dambovita, Anul 2016, Mii hectare, 2.6
Alte terenuri, Dambovita, Anul 2017, Mii hectare, 2.6
Alte terenuri, Dambovita, Anul 2018, Mii hectare, 2.6
Alte terenuri, Dambovita, Anul 2019, Mii hectare, 2.7
Alte terenuri, Giurgiu, Anul 1990, Mii hectare, 1
Alte terenuri, Giurgiu, Anul 1991, Mii hectare, 1.3
Alte terenuri, Giurgiu, Anul 1992, Mii hectare, 1.3
Alte terenuri, Giurgiu, Anul 1993, Mii hectare, 1.8
Alte terenuri, Giurgiu, Anul 1994, Mii hectare, 2.2
Alte terenuri, Giurgiu, Anul 1995, Mii hectare, 2.2
Alte terenuri, Giurgiu, Anul 1996, Mii hectare, 2.1
Alte terenuri, Giurgiu, Anul 1997, Mii hectare, 2.1
Alte terenuri, Giurgiu, Anul 1998, Mii hectare, 2.1
Alte terenuri, Giurgiu, Anul 1999, Mii hectare, 2.3
Alte terenuri, Giurgiu, Anul 2000, Mii hectare, 2.4
Alte terenuri, Giurgiu, Anul 2001, Mii hectare, 2.2
Alte terenuri, Giurgiu, Anul 2002, Mii hectare, 2.1
Alte terenuri, Giurgiu, Anul 2003, Mii hectare, 2.6
Alte terenuri, Giurgiu, Anul 2004, Mii hectare, 1.9
Alte terenuri, Giurgiu, Anul 2005, Mii hectare, 1.9
Alte terenuri, Giurgiu, Anul 2006, Mii hectare, 2
Alte terenuri, Giurgiu, Anul 2007, Mii hectare, 2.2
Alte terenuri, Giurgiu, Anul 2008, Mii hectare, 2.3
Alte terenuri, Giurgiu, Anul 2009, Mii hectare, 2.4
Alte terenuri, Giurgiu, Anul 2010, Mii hectare, 2
Alte terenuri, Giurgiu, Anul 2011, Mii hectare, 2
Alte terenuri, Giurgiu, Anul 2012, Mii hectare, 2.1
Alte terenuri, Giurgiu, Anul 2013, Mii hectare, 2
Alte terenuri, Giurgiu, Anul 2014, Mii hectare, 2
Alte terenuri, Giurgiu, Anul 2015, Mii hectare, 2.1
Alte terenuri, Giurgiu, Anul 2016, Mii hectare, 2.1
Alte terenuri, Giurgiu, Anul 2017, Mii hectare, 2
Alte terenuri, Giurgiu, Anul 2018, Mii hectare, 2.1
Alte terenuri, Giurgiu, Anul 2019, Mii hectare, 2.1
Alte terenuri, Ialomita, Anul 1990, Mii hectare, .9
Alte terenuri, Ialomita, Anul 1991, Mii hectare, .9
Alte terenuri, Ialomita, Anul 1992, Mii hectare, 1
Alte terenuri, Ialomita, Anul 1993, Mii hectare, 1.2
Alte terenuri, Ialomita, Anul 1994, Mii hectare, 1.5
Alte terenuri, Ialomita, Anul 1995, Mii hectare, 1.2
Alte terenuri, Ialomita, Anul 1996, Mii hectare, 1.3
Alte terenuri, Ialomita, Anul 1997, Mii hectare, 1.9
Alte terenuri, Ialomita, Anul 1998, Mii hectare, 1.8
Alte terenuri, Ialomita, Anul 1999, Mii hectare, 1.7
Alte terenuri, Ialomita, Anul 2000, Mii hectare, 1.8
Alte terenuri, Ialomita, Anul 2001, Mii hectare, 1.7
Alte terenuri, Ialomita, Anul 2002, Mii hectare, 1.7
Alte terenuri, Ialomita, Anul 2003, Mii hectare, 1.6
Alte terenuri, Ialomita, Anul 2004, Mii hectare, 1.8
Alte terenuri, Ialomita, Anul 2005, Mii hectare, 1.9
Alte terenuri, Ialomita, Anul 2006, Mii hectare, 1.9
Alte terenuri, Ialomita, Anul 2007, Mii hectare, 1.9
Alte terenuri, Ialomita, Anul 2008, Mii hectare, 1.9
Alte terenuri, Ialomita, Anul 2009, Mii hectare, 1.8
Alte terenuri, Ialomita, Anul 2010, Mii hectare, 2
Alte terenuri, Ialomita, Anul 2011, Mii hectare, 1.7
Alte terenuri, Ialomita, Anul 2012, Mii hectare, 1.5
Alte terenuri, Ialomita, Anul 2013, Mii hectare, 1.4
Alte terenuri, Ialomita, Anul 2014, Mii hectare, 1.4
Alte terenuri, Ialomita, Anul 2015, Mii hectare, 1.3
Alte terenuri, Ialomita, Anul 2016, Mii hectare, 1.3
Alte terenuri, Ialomita, Anul 2017, Mii hectare, 1.3
Alte terenuri, Ialomita, Anul 2018, Mii hectare, 1.3
Alte terenuri, Ialomita, Anul 2019, Mii hectare, 1.3
Alte terenuri, Prahova, Anul 1990, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 1991, Mii hectare, 2.2
Alte terenuri, Prahova, Anul 1992, Mii hectare, 2.2
Alte terenuri, Prahova, Anul 1993, Mii hectare, 2.4
Alte terenuri, Prahova, Anul 1994, Mii hectare, 3.2
Alte terenuri, Prahova, Anul 1995, Mii hectare, 3.3
Alte terenuri, Prahova, Anul 1996, Mii hectare, 3.2
Alte terenuri, Prahova, Anul 1997, Mii hectare, 2.5
Alte terenuri, Prahova, Anul 1998, Mii hectare, 2.5
Alte terenuri, Prahova, Anul 1999, Mii hectare, 2.9
Alte terenuri, Prahova, Anul 2000, Mii hectare, 3
Alte terenuri, Prahova, Anul 2001, Mii hectare, 3
Alte terenuri, Prahova, Anul 2002, Mii hectare, 2.5
Alte terenuri, Prahova, Anul 2003, Mii hectare, 2.4
Alte terenuri, Prahova, Anul 2004, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 2005, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 2006, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 2007, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 2008, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 2009, Mii hectare, 2.4
Alte terenuri, Prahova, Anul 2010, Mii hectare, 2.4
Alte terenuri, Prahova, Anul 2011, Mii hectare, 2.4
Alte terenuri, Prahova, Anul 2012, Mii hectare, 2.4
Alte terenuri, Prahova, Anul 2013, Mii hectare, 2.4
Alte terenuri, Prahova, Anul 2014, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 2015, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 2016, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 2017, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 2018, Mii hectare, 2.3
Alte terenuri, Prahova, Anul 2019, Mii hectare, 2.2
Alte terenuri, Teleorman, Anul 1990, Mii hectare, 1.7
Alte terenuri, Teleorman, Anul 1991, Mii hectare, 1.4
Alte terenuri, Teleorman, Anul 1992, Mii hectare, 1.6
Alte terenuri, Teleorman, Anul 1993, Mii hectare, 2.6
Alte terenuri, Teleorman, Anul 1994, Mii hectare, 2.1
Alte terenuri, Teleorman, Anul 1995, Mii hectare, 2.2
Alte terenuri, Teleorman, Anul 1996, Mii hectare, 2.3
Alte terenuri, Teleorman, Anul 1997, Mii hectare, 2
Alte terenuri, Teleorman, Anul 1998, Mii hectare, 2.4
Alte terenuri, Teleorman, Anul 1999, Mii hectare, 2.3
Alte terenuri, Teleorman, Anul 2000, Mii hectare, 2.5
Alte terenuri, Teleorman, Anul 2001, Mii hectare, 2.6
Alte terenuri, Teleorman, Anul 2002, Mii hectare, 2.1
Alte terenuri, Teleorman, Anul 2003, Mii hectare, 2.6
Alte terenuri, Teleorman, Anul 2004, Mii hectare, 2.5
Alte terenuri, Teleorman, Anul 2005, Mii hectare, 2.5
Alte terenuri, Teleorman, Anul 2006, Mii hectare, 3
Alte terenuri, Teleorman, Anul 2007, Mii hectare, 2.9
Alte terenuri, Teleorman, Anul 2008, Mii hectare, 2.8
Alte terenuri, Teleorman, Anul 2009, Mii hectare, 2.6
Alte terenuri, Teleorman, Anul 2010, Mii hectare, 2.5
Alte terenuri, Teleorman, Anul 2011, Mii hectare, 2.3
Alte terenuri, Teleorman, Anul 2012, Mii hectare, 2.5
Alte terenuri, Teleorman, Anul 2013, Mii hectare, 2.4
Alte terenuri, Teleorman, Anul 2014, Mii hectare, 2.4
Alte terenuri, Teleorman, Anul 2015, Mii hectare, 2.3
Alte terenuri, Teleorman, Anul 2016, Mii hectare, 2.4
Alte terenuri, Teleorman, Anul 2017, Mii hectare, 2.4
Alte terenuri, Teleorman, Anul 2018, Mii hectare, 2.4
Alte terenuri, Teleorman, Anul 2019, Mii hectare, 2.4
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 1990, Mii hectare, .9
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 1991, Mii hectare, .6
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 1992, Mii hectare, .9
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 1993, Mii hectare, 1.3
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 1994, Mii hectare, 1.4
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 1995, Mii hectare, 1.4
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 1996, Mii hectare, 1.4
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 1997, Mii hectare, 1.7
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 1998, Mii hectare, 1.7
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 1999, Mii hectare, 1.7
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2000, Mii hectare, 1.7
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2001, Mii hectare, 1.6
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2002, Mii hectare, 1.6
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2003, Mii hectare, 1.8
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2004, Mii hectare, 1.6
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2005, Mii hectare, 1.6
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2006, Mii hectare, 1.6
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2007, Mii hectare, 1.6
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2008, Mii hectare, 1.5
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2009, Mii hectare, 1.5
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2010, Mii hectare, 1.5
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2011, Mii hectare, 1.5
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2012, Mii hectare, 1.5
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2013, Mii hectare, 1.5
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2014, Mii hectare, 1.5
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2015, Mii hectare, 1.6
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2016, Mii hectare, 1.6
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2017, Mii hectare, 1.7
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2018, Mii hectare, 1.7
Alte terenuri, Regiunea BUCURESTI - ILFOV, Anul 2019, Mii hectare, 1.6
Alte terenuri, Ilfov, Anul 1990, Mii hectare, .9
Alte terenuri, Ilfov, Anul 1991, Mii hectare, .6
Alte terenuri, Ilfov, Anul 1992, Mii hectare, .9
Alte terenuri, Ilfov, Anul 1993, Mii hectare, 1.3
Alte terenuri, Ilfov, Anul 1994, Mii hectare, 1.4
Alte terenuri, Ilfov, Anul 1995, Mii hectare, 1.4
Alte terenuri, Ilfov, Anul 1996, Mii hectare, 1.4
Alte terenuri, Ilfov, Anul 1997, Mii hectare, 1.7
Alte terenuri, Ilfov, Anul 1998, Mii hectare, 1.7
Alte terenuri, Ilfov, Anul 1999, Mii hectare, 1.7
Alte terenuri, Ilfov, Anul 2000, Mii hectare, 1.7
Alte terenuri, Ilfov, Anul 2001, Mii hectare, 1.6
Alte terenuri, Ilfov, Anul 2002, Mii hectare, 1.6
Alte terenuri, Ilfov, Anul 2003, Mii hectare, 1.8
Alte terenuri, Ilfov, Anul 2004, Mii hectare, 1.6
Alte terenuri, Ilfov, Anul 2005, Mii hectare, 1.6
Alte terenuri, Ilfov, Anul 2006, Mii hectare, 1.6
Alte terenuri, Ilfov, Anul 2007, Mii hectare, 1.6
Alte terenuri, Ilfov, Anul 2008, Mii hectare, 1.5
Alte terenuri, Ilfov, Anul 2009, Mii hectare, 1.5
Alte terenuri, Ilfov, Anul 2010, Mii hectare, 1.5
Alte terenuri, Ilfov, Anul 2011, Mii hectare, 1.5
Alte terenuri, Ilfov, Anul 2012, Mii hectare, 1.5
Alte terenuri, Ilfov, Anul 2013, Mii hectare, 1.5
Alte terenuri, Ilfov, Anul 2014, Mii hectare, 1.5
Alte terenuri, Ilfov, Anul 2015, Mii hectare, 1.5
Alte terenuri, Ilfov, Anul 2016, Mii hectare, 1.5
Alte terenuri, Ilfov, Anul 2017, Mii hectare, 1.6
Alte terenuri, Ilfov, Anul 2018, Mii hectare, 1.6
Alte terenuri, Ilfov, Anul 2019, Mii hectare, 1.5
Alte terenuri, Municipiul Bucuresti, Anul 2015, Mii hectare, .1
Alte terenuri, Municipiul Bucuresti, Anul 2016, Mii hectare, .1
Alte terenuri, Municipiul Bucuresti, Anul 2017, Mii hectare, .1
Alte terenuri, Municipiul Bucuresti, Anul 2018, Mii hectare, .1
Alte terenuri, Municipiul Bucuresti, Anul 2019, Mii hectare, .1
Alte terenuri, MACROREGIUNEA PATRU, Anul 1990, Mii hectare, 34.2
Alte terenuri, MACROREGIUNEA PATRU, Anul 1991, Mii hectare, 33
Alte terenuri, MACROREGIUNEA PATRU, Anul 1992, Mii hectare, 33.7
Alte terenuri, MACROREGIUNEA PATRU, Anul 1993, Mii hectare, 32.9
Alte terenuri, MACROREGIUNEA PATRU, Anul 1994, Mii hectare, 30.8
Alte terenuri, MACROREGIUNEA PATRU, Anul 1995, Mii hectare, 31.2
Alte terenuri, MACROREGIUNEA PATRU, Anul 1996, Mii hectare, 31.9
Alte terenuri, MACROREGIUNEA PATRU, Anul 1997, Mii hectare, 32.3
Alte terenuri, MACROREGIUNEA PATRU, Anul 1998, Mii hectare, 34.4
Alte terenuri, MACROREGIUNEA PATRU, Anul 1999, Mii hectare, 33
Alte terenuri, MACROREGIUNEA PATRU, Anul 2000, Mii hectare, 33.1
Alte terenuri, MACROREGIUNEA PATRU, Anul 2001, Mii hectare, 32.9
Alte terenuri, MACROREGIUNEA PATRU, Anul 2002, Mii hectare, 37.8
Alte terenuri, MACROREGIUNEA PATRU, Anul 2003, Mii hectare, 37.6
Alte terenuri, MACROREGIUNEA PATRU, Anul 2004, Mii hectare, 37.2
Alte terenuri, MACROREGIUNEA PATRU, Anul 2005, Mii hectare, 37
Alte terenuri, MACROREGIUNEA PATRU, Anul 2006, Mii hectare, 38.2
Alte terenuri, MACROREGIUNEA PATRU, Anul 2007, Mii hectare, 39.3
Alte terenuri, MACROREGIUNEA PATRU, Anul 2008, Mii hectare, 39.6
Alte terenuri, MACROREGIUNEA PATRU, Anul 2009, Mii hectare, 39.5
Alte terenuri, MACROREGIUNEA PATRU, Anul 2010, Mii hectare, 41.2
Alte terenuri, MACROREGIUNEA PATRU, Anul 2011, Mii hectare, 39.9
Alte terenuri, MACROREGIUNEA PATRU, Anul 2012, Mii hectare, 40
Alte terenuri, MACROREGIUNEA PATRU, Anul 2013, Mii hectare, 41.1
Alte terenuri, MACROREGIUNEA PATRU, Anul 2014, Mii hectare, 40.6
Alte terenuri, MACROREGIUNEA PATRU, Anul 2015, Mii hectare, 40.4
Alte terenuri, MACROREGIUNEA PATRU, Anul 2016, Mii hectare, 40.9
Alte terenuri, MACROREGIUNEA PATRU, Anul 2017, Mii hectare, 44.7
Alte terenuri, MACROREGIUNEA PATRU, Anul 2018, Mii hectare, 48.9
Alte terenuri, MACROREGIUNEA PATRU, Anul 2019, Mii hectare, 49.4
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 1990, Mii hectare, 16.3
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 1991, Mii hectare, 15.7
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 1992, Mii hectare, 16.7
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 1993, Mii hectare, 16.5
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 1994, Mii hectare, 15.1
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 1995, Mii hectare, 15.2
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 1996, Mii hectare, 15.6
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 1997, Mii hectare, 16
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 1998, Mii hectare, 17.4
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 1999, Mii hectare, 16
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2000, Mii hectare, 16.1
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2001, Mii hectare, 15.8
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2002, Mii hectare, 19.7
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2003, Mii hectare, 18.8
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2004, Mii hectare, 18.4
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2005, Mii hectare, 18.2
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2006, Mii hectare, 20
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2007, Mii hectare, 20.4
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2008, Mii hectare, 20.3
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2009, Mii hectare, 20.6
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2010, Mii hectare, 22
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2011, Mii hectare, 20.5
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2012, Mii hectare, 20.7
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2013, Mii hectare, 21.7
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2014, Mii hectare, 21.5
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2015, Mii hectare, 20.9
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2016, Mii hectare, 21.9
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2017, Mii hectare, 25.3
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2018, Mii hectare, 29.4
Alte terenuri, Regiunea SUD-VEST OLTENIA, Anul 2019, Mii hectare, 29.4
Alte terenuri, Dolj, Anul 1990, Mii hectare, 3.2
Alte terenuri, Dolj, Anul 1991, Mii hectare, 2.9
Alte terenuri, Dolj, Anul 1992, Mii hectare, 3.5
Alte terenuri, Dolj, Anul 1993, Mii hectare, 3.9
Alte terenuri, Dolj, Anul 1994, Mii hectare, 3.7
Alte terenuri, Dolj, Anul 1995, Mii hectare, 3.6
Alte terenuri, Dolj, Anul 1996, Mii hectare, 3.8
Alte terenuri, Dolj, Anul 1997, Mii hectare, 3.9
Alte terenuri, Dolj, Anul 1998, Mii hectare, 5.2
Alte terenuri, Dolj, Anul 1999, Mii hectare, 4.8
Alte terenuri, Dolj, Anul 2000, Mii hectare, 4.6
Alte terenuri, Dolj, Anul 2001, Mii hectare, 3.8
Alte terenuri, Dolj, Anul 2002, Mii hectare, 5.6
Alte terenuri, Dolj, Anul 2003, Mii hectare, 4.7
Alte terenuri, Dolj, Anul 2004, Mii hectare, 4.1
Alte terenuri, Dolj, Anul 2005, Mii hectare, 3.7
Alte terenuri, Dolj, Anul 2006, Mii hectare, 4.5
Alte terenuri, Dolj, Anul 2007, Mii hectare, 4.7
Alte terenuri, Dolj, Anul 2008, Mii hectare, 5
Alte terenuri, Dolj, Anul 2009, Mii hectare, 5.1
Alte terenuri, Dolj, Anul 2010, Mii hectare, 5.1
Alte terenuri, Dolj, Anul 2011, Mii hectare, 4.5
Alte terenuri, Dolj, Anul 2012, Mii hectare, 4.6
Alte terenuri, Dolj, Anul 2013, Mii hectare, 4.8
Alte terenuri, Dolj, Anul 2014, Mii hectare, 4.7
Alte terenuri, Dolj, Anul 2015, Mii hectare, 4.6
Alte terenuri, Dolj, Anul 2016, Mii hectare, 4.6
Alte terenuri, Dolj, Anul 2017, Mii hectare, 7
Alte terenuri, Dolj, Anul 2018, Mii hectare, 6.9
Alte terenuri, Dolj, Anul 2019, Mii hectare, 7
Alte terenuri, Gorj, Anul 1990, Mii hectare, 3.9
Alte terenuri, Gorj, Anul 1991, Mii hectare, 3.6
Alte terenuri, Gorj, Anul 1992, Mii hectare, 3.8
